image_id,proxy,sess,fold_id,R,G,B,bright,contrast,sat,sat_p99,blueish,bright_frac,dark_frac,d10,d15,d20,gmean,gp95,lapvar,colstd,colmin,rowstd,y
mileage_100000_plus__session_004__b004__29ea448a4a,high_mileage_proxy,mileage_100000_plus__session_004,0,0.6000201,0.58419406,0.55857754,0.5809306,0.16547678,0.0741788,0.24678078293800354,0.0,0.425537109375,0.0,0.1347808837890625,0.044769287109375,0.014251708984375,1.0819493532180786,2.4789481163024902,3.2942709922790527,0.2783372700214386,-0.6978875994682312,0.47312697768211365,2
mileage_100000_plus__session_004__b004__b17fd47423,high_mileage_proxy,mileage_100000_plus__session_004,0,0.6017798,0.5858427,0.5597034,0.58244205,0.16438982,0.074081525,0.25810492038726807,0.0,0.4287109375,0.0,0.135223388671875,0.04425048828125,0.014007568359375,1.082388997077942,2.4687814712524414,3.2889955043792725,0.2806175947189331,-0.6647526025772095,0.47169432044029236,2
mileage_100000_plus__session_004__b004__c45d735430,high_mileage_proxy,mileage_100000_plus__session_004,0,0.59775966,0.581879,0.5560164,0.5785517,0.16226983,0.07356579,0.2553653419017792,0.0,0.414794921875,0.0,0.13922119140625,0.0468597412109375,0.0152130126953125,1.0864717960357666,2.4902617931365967,3.289308547973633,0.3361319899559021,-0.7183673977851868,0.451510488986969,2
mileage_100000_plus__session_004__b005__496cf11238,high_mileage_proxy,mileage_100000_plus__session_004,0,0.6003227,0.58434725,0.55866367,0.5811112,0.16554135,0.07446736,0.2500663995742798,0.0,0.4267578125,0.0,0.1346282958984375,0.045013427734375,0.0142669677734375,1.0819168090820312,2.4728970527648926,3.2908740043640137,0.27700018882751465,-0.6905897855758667,0.4735085666179657,2
mileage_100000_plus__session_004__b005__5677fe4959,high_mileage_proxy,mileage_100000_plus__session_004,0,0.59774435,0.5818044,0.5561255,0.5785581,0.16228576,0.07339645,0.25625118613243103,0.0,0.416015625,0.0,0.1390838623046875,0.0469512939453125,0.0152130126953125,1.0861705541610718,2.4876396656036377,3.2714810371398926,0.3371809422969818,-0.7190935015678406,0.4522358179092407,2
mileage_100000_plus__session_004__b005__6f5ecaf7c2,high_mileage_proxy,mileage_100000_plus__session_004,0,0.60183346,0.58559096,0.5595052,0.58230984,0.16390942,0.074308805,0.25834712386131287,0.0,0.42724609375,0.0,0.134857177734375,0.0446014404296875,0.0152435302734375,1.0865669250488281,2.481796979904175,3.318455457687378,0.2841632068157196,-0.6668468117713928,0.4662618935108185,2
mileage_100000_plus__session_004__b006__0517f263a1,high_mileage_proxy,mileage_100000_plus__session_004,0,0.5978458,0.58201885,0.5560844,0.57864964,0.1623726,0.073391154,0.25629881024360657,0.0,0.41650390625,0.0,0.139434814453125,0.047271728515625,0.015411376953125,1.0854144096374512,2.4948890209198,3.2741966247558594,0.3305010497570038,-0.7044956684112549,0.45288655161857605,2
mileage_100000_plus__session_004__b006__b16a55b2bc,high_mileage_proxy,mileage_100000_plus__session_004,0,0.6018919,0.58587813,0.559803,0.58252436,0.1641168,0.07401721,0.26021695137023926,0.0,0.429443359375,0.0,0.1336212158203125,0.04443359375,0.01556396484375,1.083554983139038,2.479098081588745,3.3077359199523926,0.28352171182632446,-0.6757502555847168,0.46945658326148987,2
mileage_100000_plus__session_004__b006__f425571062,high_mileage_proxy,mileage_100000_plus__session_004,0,0.6004145,0.58428407,0.5585258,0.58107483,0.16545685,0.07501879,0.2500920295715332,0.0,0.426513671875,0.0,0.133331298828125,0.044189453125,0.0154876708984375,1.0850751399993896,2.4756648540496826,3.292177200317383,0.2759058177471161,-0.717792809009552,0.4727320075035095,2
mileage_100000_plus__session_004__b007__61691b4f36,high_mileage_proxy,mileage_100000_plus__session_004,0,0.59760547,0.5818015,0.55590534,0.57843745,0.16220887,0.07363311,0.25628748536109924,0.0,0.41650390625,0.0,0.139495849609375,0.0467376708984375,0.014984130859375,1.0881037712097168,2.495819091796875,3.2883410453796387,0.3320815861225128,-0.7021843791007996,0.45153456926345825,2
mileage_100000_plus__session_004__b007__d57325ed9b,high_mileage_proxy,mileage_100000_plus__session_004,0,0.60220206,0.5859662,0.55982023,0.5826628,0.16418645,0.07429568,0.2580639719963074,0.0,0.4296875,0.0,0.133056640625,0.044403076171875,0.015380859375,1.0839887857437134,2.476395606994629,3.3104777336120605,0.28338316082954407,-0.6804108619689941,0.4698437750339508,2
mileage_100000_plus__session_004__b007__e7137b77cd,high_mileage_proxy,mileage_100000_plus__session_004,0,0.6001991,0.584105,0.558362,0.58088875,0.16540779,0.07482579,0.2524675130844116,0.0,0.424560546875,0.0,0.1334075927734375,0.044647216796875,0.013641357421875,1.083063006401062,2.4796955585479736,3.285659074783325,0.27746936678886414,-0.711748480796814,0.4729207158088684,2
mileage_100000_plus__session_004__b008__7ed5454d3a,high_mileage_proxy,mileage_100000_plus__session_004,0,0.59748966,0.5816559,0.5558642,0.5783366,0.16215798,0.07335212,0.2589445114135742,0.0,0.4169921875,0.0,0.1371002197265625,0.04583740234375,0.0149993896484375,1.086552381515503,2.490699529647827,3.2787113189697266,0.3314635157585144,-0.7113158702850342,0.452886164188385,2
mileage_100000_plus__session_004__b008__9cdf6bed4f,high_mileage_proxy,mileage_100000_plus__session_004,0,0.599889,0.58384264,0.55806524,0.58059895,0.16541971,0.07512021,0.24874301254749298,0.0,0.423583984375,0.0,0.1343994140625,0.04437255859375,0.015777587890625,1.0843970775604248,2.483657121658325,3.2926712036132812,0.2748755216598511,-0.7119089961051941,0.4722314476966858,2
mileage_100000_plus__session_004__b008__b39387eb3d,high_mileage_proxy,mileage_100000_plus__session_004,0,0.6022078,0.5858667,0.5597369,0.5826038,0.16400802,0.07457161,0.2575034201145172,0.0,0.425048828125,0.0,0.1327972412109375,0.0432891845703125,0.0155029296875,1.0844610929489136,2.4777793884277344,3.3146660327911377,0.28405362367630005,-0.6589892506599426,0.4675784707069397,2
mileage_100000_plus__session_004__b009__9770c9229d,high_mileage_proxy,mileage_100000_plus__session_004,0,0.6019876,0.5857298,0.5597015,0.5824729,0.16384584,0.07435216,0.25868117809295654,0.0,0.42626953125,0.0,0.131622314453125,0.0435638427734375,0.0155181884765625,1.0873558521270752,2.4872660636901855,3.3076579570770264,0.2859534025192261,-0.6965210437774658,0.4659927785396576,2
mileage_100000_plus__session_004__b009__af335d6214,high_mileage_proxy,mileage_100000_plus__session_004,0,0.59739393,0.58153915,0.55584407,0.57825905,0.16205963,0.07328686,0.2570013105869293,0.0,0.415771484375,0.0,0.1385040283203125,0.047027587890625,0.0153350830078125,1.0864713191986084,2.494232416152954,3.288241147994995,0.32528093457221985,-0.6968408226966858,0.4521993398666382,2
mileage_100000_plus__session_004__b009__f65d30bc86,high_mileage_proxy,mileage_100000_plus__session_004,0,0.60009575,0.5840131,0.5583659,0.5808249,0.16509281,0.074945495,0.2500663995742798,0.0,0.423828125,0.0,0.132354736328125,0.0439300537109375,0.015380859375,1.0857868194580078,2.473675489425659,3.3061022758483887,0.27836766839027405,-0.7214503884315491,0.47007596492767334,2
mileage_100000_plus__session_004__b010__17510ebef8,high_mileage_proxy,mileage_100000_plus__session_004,0,0.59973866,0.5837096,0.5580289,0.5804924,0.16528597,0.07521334,0.24786952137947083,0.0,0.42333984375,0.0,0.1325836181640625,0.044158935546875,0.01544189453125,1.0848333835601807,2.4774580001831055,3.2958269119262695,0.2768680155277252,-0.7222017645835876,0.4703032970428467,2
mileage_100000_plus__session_004__b010__5a8e6e0614,high_mileage_proxy,mileage_100000_plus__session_004,0,0.5971459,0.58122796,0.5554965,0.57795686,0.16183504,0.073419675,0.2574014961719513,0.0,0.4150390625,0.0,0.138580322265625,0.0474090576171875,0.01513671875,1.087864875793457,2.5177180767059326,3.297220468521118,0.32511577010154724,-0.7003909945487976,0.45049503445625305,2
mileage_100000_plus__session_004__b010__913c64efaf,high_mileage_proxy,mileage_100000_plus__session_004,0,0.60200673,0.5858294,0.5597178,0.5825179,0.16398618,0.07431008,0.25894683599472046,0.0,0.426025390625,0.0,0.1312713623046875,0.0438690185546875,0.01544189453125,1.0843638181686401,2.488232135772705,3.3027966022491455,0.2892493009567261,-0.6922013759613037,0.4681621193885803,2
mileage_100000_plus__session_004__b011__41ac0ae261,high_mileage_proxy,mileage_100000_plus__session_004,0,0.59733844,0.58135915,0.5555463,0.57808125,0.16188374,0.07349235,0.2570013105869293,0.0,0.416259765625,0.0,0.1378326416015625,0.0467071533203125,0.01483154296875,1.087663173675537,2.4832165241241455,3.296314001083374,0.3279314935207367,-0.7021467089653015,0.4513055086135864,2
mileage_100000_plus__session_004__b011__e320736a4b,high_mileage_proxy,mileage_100000_plus__session_004,0,0.5999866,0.5839384,0.5583659,0.58076364,0.16538285,0.0747709,0.24812258780002594,0.0,0.42333984375,0.0,0.132537841796875,0.0443115234375,0.0154876708984375,1.0841416120529175,2.4804186820983887,3.2894015312194824,0.278070330619812,-0.7087557315826416,0.47271081805229187,2
mileage_100000_plus__session_004__b011__f5d826598e,high_mileage_proxy,mileage_100000_plus__session_004,0,0.6014074,0.5852616,0.55905426,0.58190775,0.16401917,0.074811205,0.2577756941318512,0.0,0.4248046875,0.0,0.132476806640625,0.04376220703125,0.01580810546875,1.0851116180419922,2.490408420562744,3.3006350994110107,0.28743213415145874,-0.696394145488739,0.468700647354126,2
mileage_100000_plus__session_004__b012__b365f0de5d,high_mileage_proxy,mileage_100000_plus__session_004,0,0.59809285,0.5821021,0.5562529,0.57881594,0.16211008,0.073143154,0.2600248456001282,0.0,0.4169921875,0.0,0.137939453125,0.046875,0.015167236328125,1.0855025053024292,2.4977638721466064,3.2761921882629395,0.3192075192928314,-0.6859789490699768,0.454191118478775,2
mileage_100000_plus__session_004__b012__cf55379778,high_mileage_proxy,mileage_100000_plus__session_004,0,0.6012676,0.58507586,0.5589011,0.5817482,0.16389269,0.074935734,0.25653332471847534,0.0,0.426513671875,0.0,0.1329345703125,0.044158935546875,0.01519775390625,1.0843937397003174,2.4772887229919434,3.3106884956359863,0.2844790816307068,-0.6704986691474915,0.4687613546848297,2
mileage_100000_plus__session_004__b012__e31e26d446,high_mileage_proxy,mileage_100000_plus__session_004,0,0.6000202,0.583903,0.55843484,0.580786,0.16530383,0.07491394,0.2481321394443512,0.0,0.423095703125,0.0,0.1314239501953125,0.0479736328125,0.015350341796875,1.0847411155700684,2.4747540950775146,3.2861242294311523,0.27647319436073303,-0.7100281119346619,0.4716654121875763,2
mileage_100000_plus__session_004__b013__499917d973,high_mileage_proxy,mileage_100000_plus__session_004,0,0.6000096,0.5839346,0.55844533,0.5807965,0.1654893,0.07479542,0.24999946355819702,0.0,0.4248046875,0.0,0.1318206787109375,0.0482177734375,0.0152587890625,1.0830920934677124,2.4689109325408936,3.2901570796966553,0.2742365002632141,-0.7007941007614136,0.47227442264556885,2
mileage_100000_plus__session_004__b013__4c391521c2,high_mileage_proxy,mileage_100000_plus__session_004,0,0.59830254,0.5822926,0.5563898,0.578995,0.16224532,0.07336107,0.2566487491130829,0.0,0.417724609375,0.0,0.1384429931640625,0.046173095703125,0.0146026611328125,1.085742712020874,2.480515956878662,3.283201217651367,0.3240966796875,-0.6925333738327026,0.4548404812812805,2
mileage_100000_plus__session_004__b013__8d4bfe6cef,high_mileage_proxy,mileage_100000_plus__session_004,0,0.6012074,0.5850127,0.5590141,0.5817447,0.16379257,0.074671574,0.25895956158638,0.0,0.427490234375,0.0,0.1317901611328125,0.0437469482421875,0.0155181884765625,1.0854488611221313,2.492401123046875,3.3096466064453125,0.286094605922699,-0.7008386850357056,0.46712639927864075,2
mileage_100000_plus__session_004__b014__10ec26aa9f,high_mileage_proxy,mileage_100000_plus__session_004,0,0.6006252,0.58458567,0.55875844,0.5813231,0.16574043,0.075239584,0.2519782483577728,0.0,0.426513671875,0.0,0.1441192626953125,0.046417236328125,0.0150299072265625,1.0831830501556396,2.4742674827575684,3.286548614501953,0.2757613956928253,-0.7170162796974182,0.47547855973243713,2
mileage_100000_plus__session_004__b014__d44e951b01,high_mileage_proxy,mileage_100000_plus__session_004,0,0.60142654,0.58519936,0.5591232,0.58191633,0.16389008,0.074849285,0.2587099075317383,0.0,0.42724609375,0.0,0.131378173828125,0.0483551025390625,0.0153961181640625,1.083578109741211,2.482349395751953,3.30344557762146,0.2868155539035797,-0.6856219172477722,0.4675450623035431,2
mileage_100000_plus__session_004__b014__eaf5bf1d86,high_mileage_proxy,mileage_100000_plus__session_004,0,0.59811103,0.58203506,0.55624235,0.57879615,0.16200301,0.073316544,0.2564210295677185,0.0,0.41796875,0.0,0.137542724609375,0.0460662841796875,0.0162200927734375,1.0855636596679688,2.4841485023498535,3.2817654609680176,0.3280504047870636,-0.6952798366546631,0.4544064998626709,2
mileage_100000_plus__session_004__b015__70af8b8972,high_mileage_proxy,mileage_100000_plus__session_004,0,0.5980373,0.58212316,0.5561715,0.5787773,0.1617299,0.073226534,0.25930362939834595,0.0,0.416748046875,0.0,0.1360931396484375,0.0464019775390625,0.0166778564453125,1.0886638164520264,2.5042049884796143,3.2921173572540283,0.3177574872970581,-0.690686821937561,0.44967418909072876,2
mileage_100000_plus__session_004__b015__c2c5de6b87,high_mileage_proxy,mileage_100000_plus__session_004,0,0.6015548,0.5852597,0.5593022,0.5820389,0.16404568,0.07477531,0.25435671210289,0.0,0.427490234375,0.0,0.1319427490234375,0.0479278564453125,0.0146636962890625,1.0837827920913696,2.4881372451782227,3.2977726459503174,0.2832856774330139,-0.6618596315383911,0.46836644411087036,2
mileage_100000_plus__session_004__b015__c5be2b720e,high_mileage_proxy,mileage_100000_plus__session_004,0,0.60002494,0.5839959,0.55827206,0.5807643,0.16557516,0.07501191,0.2513389587402344,0.0,0.425048828125,0.0,0.1439971923828125,0.047088623046875,0.01513671875,1.0845472812652588,2.4783825874328613,3.285909414291382,0.2753835618495941,-0.7072077393531799,0.4731328785419464,2
mileage_100000_plus__session_004__b016__1c5a51c37b,high_mileage_proxy,mileage_100000_plus__session_004,0,0.6010838,0.5849514,0.55871916,0.5815848,0.16368969,0.074922234,0.25600937008857727,0.0,0.426513671875,0.0,0.1308441162109375,0.047882080078125,0.0158233642578125,1.0854675769805908,2.495556354522705,3.2979235649108887,0.28349563479423523,-0.7088298201560974,0.4665662348270416,2
mileage_100000_plus__session_004__b016__ba818f9c4a,high_mileage_proxy,mileage_100000_plus__session_004,0,0.59813213,0.58214515,0.55633044,0.5788692,0.16199179,0.073238716,0.2566487491130829,0.0,0.417236328125,0.0,0.1378326416015625,0.046661376953125,0.0167694091796875,1.0873920917510986,2.496511697769165,3.2880795001983643,0.3206544518470764,-0.6816050410270691,0.4524253308773041,2
mileage_100000_plus__session_004__b016__ffc281bf4c,high_mileage_proxy,mileage_100000_plus__session_004,0,0.60045576,0.5842754,0.558475,0.58106875,0.16559242,0.07526191,0.2512817084789276,0.0,0.42431640625,0.0,0.1436767578125,0.0468902587890625,0.0149383544921875,1.0844600200653076,2.4817495346069336,3.2843618392944336,0.2741333842277527,-0.7207888960838318,0.4728999435901642,2
mileage_100000_plus__session_004__b017__0fbd9c421e,high_mileage_proxy,mileage_100000_plus__session_004,0,0.60115755,0.58492076,0.558632,0.58157015,0.16371587,0.07549466,0.2569527328014374,0.0,0.427001953125,0.0,0.131072998046875,0.0479278564453125,0.0148162841796875,1.085815191268921,2.485383987426758,3.2976198196411133,0.2854860723018646,-0.6916263103485107,0.4654366075992584,2
mileage_100000_plus__session_004__b017__186cea567b,high_mileage_proxy,mileage_100000_plus__session_004,0,0.60043275,0.58422565,0.55860525,0.5810878,0.16561918,0.07518041,0.25133442878723145,0.0,0.4248046875,0.0,0.143218994140625,0.0478363037109375,0.0149688720703125,1.0843544006347656,2.4756391048431396,3.293694019317627,0.2765471637248993,-0.7309682369232178,0.4724573493003845,2
mileage_100000_plus__session_004__b017__78deaca1d3,high_mileage_proxy,mileage_100000_plus__session_004,0,0.5982058,0.58216816,0.55640703,0.57892704,0.16208158,0.07317218,0.2564096748828888,0.0,0.418212890625,0.0,0.136474609375,0.0465850830078125,0.0148468017578125,1.0858395099639893,2.4932684898376465,3.2772676944732666,0.3204337954521179,-0.685200035572052,0.45455288887023926,2
mileage_100000_plus__session_004__b018__2eb0ba755a,high_mileage_proxy,mileage_100000_plus__session_004,0,0.5977664,0.581746,0.55586606,0.5784595,0.16177027,0.07358861,0.2593040466308594,0.0,0.41552734375,0.0,0.13812255859375,0.04669189453125,0.0151519775390625,1.0880305767059326,2.4880154132843018,3.2945005893707275,0.3164765536785126,-0.6898488402366638,0.4506421685218811,2
mileage_100000_plus__session_004__b018__cecca1b2ed,high_mileage_proxy,mileage_100000_plus__session_004,0,0.6002537,0.5840993,0.5580777,0.58081025,0.165241,0.07579744,0.2544111907482147,0.0,0.4228515625,0.0,0.141632080078125,0.047454833984375,0.0144500732421875,1.0871261358261108,2.4837164878845215,3.3144795894622803,0.27427804470062256,-0.6903520226478577,0.4682070314884186,2
mileage_100000_plus__session_004__b019__7cda475114,high_mileage_proxy,mileage_100000_plus__session_004,0,0.6004653,0.5842458,0.5581955,0.58096886,0.1651651,0.07594769,0.2547255754470825,0.0,0.42138671875,0.0,0.1423492431640625,0.047027587890625,0.0145111083984375,1.0874963998794556,2.477243661880493,3.3212835788726807,0.27654293179512024,-0.7107110023498535,0.46832919120788574,2
mileage_100000_plus__session_004__b019__9926861a74,high_mileage_proxy,mileage_100000_plus__session_004,0,0.59816754,0.5821385,0.5562146,0.5788402,0.16172409,0.073301174,0.26021695137023926,0.0,0.416748046875,0.0,0.1364898681640625,0.0464019775390625,0.0167999267578125,1.0875160694122314,2.4941625595092773,3.2962279319763184,0.31959614157676697,-0.6959528923034668,0.4509522020816803,2
new_tire__session_001__b000__8eb51dc4b6,low_mileage_proxy,new_tire__session_001,0,0.598899,0.5853152,0.56585383,0.583356,0.17793284,0.06287437,0.333687424659729,0.004638671875,0.449462890625,0.015625,0.2285003662109375,0.0840911865234375,0.007537841796875,0.4578302204608917,1.5906702280044556,0.45168551802635193,0.7544316649436951,-1.7224128246307373,0.18251267075538635,0
new_tire__session_001__b000__d2c4e87a00,low_mileage_proxy,new_tire__session_001,0,0.5849753,0.57133305,0.5536698,0.5699928,0.18845023,0.05718806,0.39193183183670044,0.0048828125,0.427978515625,0.029541015625,0.226837158203125,0.0842742919921875,0.009765625,0.47319620847702026,1.6632163524627686,0.4753272831439972,0.6944321393966675,-1.4271665811538696,0.18789957463741302,0
new_tire__session_001__b000__d7f95f3c17,low_mileage_proxy,new_tire__session_001,0,0.5781432,0.5656843,0.54956436,0.564464,0.18795772,0.054881297,0.2642853260040283,0.004150390625,0.421142578125,0.0302734375,0.220428466796875,0.0813140869140625,0.0094451904296875,0.4694880247116089,1.640995740890503,0.4871961176395416,0.7572460174560547,-1.7343658208847046,0.195099338889122,0
new_tire__session_001__b001__bec43413d1,low_mileage_proxy,new_tire__session_001,0,0.59916705,0.5854626,0.5662521,0.5836272,0.17816405,0.06276761,0.32470616698265076,0.00390625,0.44970703125,0.013916015625,0.228973388671875,0.0843658447265625,0.00732421875,0.457889199256897,1.5898537635803223,0.4523495137691498,0.7515303492546082,-1.7141270637512207,0.18409058451652527,0
new_tire__session_001__b001__d4733daf51,low_mileage_proxy,new_tire__session_001,0,0.57827914,0.56581265,0.5496985,0.5645968,0.18768068,0.05527494,0.26862162351608276,0.00390625,0.42138671875,0.0302734375,0.2206878662109375,0.0819244384765625,0.0084381103515625,0.46911346912384033,1.623678207397461,0.4851584732532501,0.7604349255561829,-1.7511039972305298,0.1930265575647354,0
new_tire__session_001__b001__e20fe3402b,low_mileage_proxy,new_tire__session_001,0,0.5854703,0.57197076,0.55377316,0.57040477,0.18833616,0.057469856,0.3867223560810089,0.0048828125,0.42626953125,0.029052734375,0.2265167236328125,0.0850830078125,0.00982666015625,0.4745546579360962,1.6606616973876953,0.4752368628978729,0.694746732711792,-1.4223581552505493,0.19035808742046356,0
new_tire__session_001__b002__0760d7f985,low_mileage_proxy,new_tire__session_001,0,0.59751165,0.58399683,0.5649232,0.5821439,0.17801748,0.06220183,0.32241275906562805,0.00390625,0.447021484375,0.014404296875,0.225982666015625,0.0816650390625,0.007171630859375,0.45777997374534607,1.586809754371643,0.4578666687011719,0.7516022324562073,-1.7086063623428345,0.18518950045108795,0
new_tire__session_001__b002__3f8fae245e,low_mileage_proxy,new_tire__session_001,0,0.58627355,0.57292044,0.55453336,0.5712425,0.18856971,0.057386294,0.40011438727378845,0.005126953125,0.4287109375,0.029541015625,0.230133056640625,0.08294677734375,0.0106353759765625,0.4747855067253113,1.6690783500671387,0.4755176305770874,0.693053662776947,-1.4231840372085571,0.19316832721233368,0
new_tire__session_001__b002__7821ecb1a1,low_mileage_proxy,new_tire__session_001,0,0.57893217,0.5660932,0.55000675,0.5650107,0.18723099,0.055581108,0.2780206799507141,0.004150390625,0.420166015625,0.03173828125,0.219085693359375,0.0818939208984375,0.00885009765625,0.46896928548812866,1.6242327690124512,0.4808608591556549,0.7646198272705078,-1.7626055479049683,0.19096462428569794,0
new_tire__session_001__b003__5013b29b05,low_mileage_proxy,new_tire__session_001,0,0.57860374,0.5660118,0.55016565,0.56492704,0.1864474,0.054844975,0.30164510011672974,0.005126953125,0.41796875,0.03173828125,0.2201385498046875,0.0806121826171875,0.0082550048828125,0.4663909077644348,1.6152846813201904,0.480709969997406,0.7673895359039307,-1.767635464668274,0.18818001449108124,0
