frame_id,video_id,source_video,source_video_sha256,source_frame_index,target_seconds,actual_seconds,absolute_pts_seconds,timestamp_error_seconds,clockwise_rotation,width,height,relative_path,png_sha256,decoded_bgr_sha256,bytes,dhash64,brightness,focus_laplacian_variance,physical_tyre_id,original_group_id,mileage_proxy,label_status,split,review_status
phase2_video1_t0005500_f000166,video1,video1.mp4,89cfae138fdf74f9cf2c13fcd22ad6979afb89b00101280fee48f71264296cf5,166,5.5,5.533233,5.538433,0.03323300000000007,90,2160,3840,data/new_frames/video1/phase2_video1_t0005500_f000166.png,c21afcc66a77d959c0c949ba3f5f9839df95fa7b4f6b1d1fbd933c1a377f8096,4d62b463b89e490c5af0ba45bd8c661a0dac76201e14a1925f7870d604e7ef47,5679939,415950981058544b,105.27877468532986,441.3119107874823,,,,unlabelled,UNASSIGNED,pending
phase2_video1_t0006000_f000181,video1,video1.mp4,89cfae138fdf74f9cf2c13fcd22ad6979afb89b00101280fee48f71264296cf5,181,6.0,6.033132999999999,6.038333,0.03313299999999941,90,2160,3840,data/new_frames/video1/phase2_video1_t0006000_f000181.png,852f7f5bdecc45e007ab39f0cc9d1b0564dc98e5d6fc29a20f10f08963f62bee,e5c0c6195d928c0cfe1588477bb7199f53d2afbbf41ac4de255b6d7d891dff17,5550200,5261608048446463,105.27469211154514,450.04260429514596,,,,unlabelled,UNASSIGNED,pending
phase2_video1_t0006500_f000196,video1,video1.mp4,89cfae138fdf74f9cf2c13fcd22ad6979afb89b00101280fee48f71264296cf5,196,6.5,6.533132999999999,6.538333,0.03313299999999941,90,2160,3840,data/new_frames/video1/phase2_video1_t0006500_f000196.png,3302b71761aa614c6497061c8c8728430ef0fff4e640e78406a1a758e0619c8d,738497abe1f6a08712782bdfb18bd3741f6ffe1a43b60ac45bdb002f233e82ca,5733206,5261519010445546,108.01241726345486,648.4048257122437,,,,unlabelled,UNASSIGNED,pending
phase2_video1_t0007000_f000211,video1,video1.mp4,89cfae138fdf74f9cf2c13fcd22ad6979afb89b00101280fee48f71264296cf5,211,7.0,7.033132999999999,7.038333,0.03313299999999941,90,2160,3840,data/new_frames/video1/phase2_video1_t0007000_f000211.png,37efad02168df7eee3d2a5b124e5d83b186196e07569a7cd86cc977e12d0d923,eacfd7b61557c738f0c7e06e0a77919a849efc6693cf348bac3b79d9f6d21d00,5270185,534950604068614e,104.83291286892361,263.50745665511965,,,,unlabelled,UNASSIGNED,pending
phase2_video1_t0007500_f000226,video1,video1.mp4,89cfae138fdf74f9cf2c13fcd22ad6979afb89b00101280fee48f71264296cf5,226,7.5,7.533132999999999,7.538333,0.03313299999999941,90,2160,3840,data/new_frames/video1/phase2_video1_t0007500_f000226.png,f3d960d6473f9d4a3788c60751d464e9946e42611e6ff673254c595e5290c6b2,7747e2e7961857afa50f9f809c6e9d3e1df1a5fd434ca61be8372cb6e189aa3e,5578454,5255409410585153,105.18947347005208,608.1696503692203,,,,unlabelled,UNASSIGNED,pending
phase2_video1_t0008000_f000241,video1,video1.mp4,89cfae138fdf74f9cf2c13fcd22ad6979afb89b00101280fee48f71264296cf5,241,8.0,8.033133,8.038333,0.03313299999999941,90,2160,3840,data/new_frames/video1/phase2_video1_t0008000_f000241.png,2d83c8c0c3bdf50f33d9ba7d3b4714ca59fe9ef958282324524c8a721cf0a39e,f63217ed4a25eb675b13ad7686f2075ff58cf49c64cf7faeb6afb8c7377e0e35,5012197,4378548c4c4466a3,102.81235080295139,130.60522183591937,,,,unlabelled,UNASSIGNED,pending
phase2_video1_t0008500_f000256,video1,video1.mp4,89cfae138fdf74f9cf2c13fcd22ad6979afb89b00101280fee48f71264296cf5,256,8.5,8.533133,8.538333,0.03313299999999941,90,2160,3840,data/new_frames/video1/phase2_video1_t0008500_f000256.png,58b338b3bb1befbc973acd92f6997b8011dec39f3eaeb8e1394f5a169a92a48d,9d573fb511009ad233636aa1dcb4d70529a344775344521bcd4a1262b51853da,6022084,42684494046441a2,104.38954671223958,515.8848770724403,,,,unlabelled,UNASSIGNED,pending
phase2_video1_t0009000_f000271,video1,video1.mp4,89cfae138fdf74f9cf2c13fcd22ad6979afb89b00101280fee48f71264296cf5,271,9.0,9.033033,9.038233,0.033032999999999646,90,2160,3840,data/new_frames/video1/phase2_video1_t0009000_f000271.png,c965b6cad8595e54eb129896d1350d77800b1e8e8dbac1ebc083fd8b554a5632,64d83498d362ec45188318fb786bf0b495a753dee99a0ea053d8a9ec8bcbb8b1,5855942,5261548444446ec1,103.88275824652777,500.18815057789107,,,,unlabelled,UNASSIGNED,pending
phase2_video1_t0009500_f000286,video1,video1.mp4,89cfae138fdf74f9cf2c13fcd22ad6979afb89b00101280fee48f71264296cf5,286,9.5,9.533033,9.538233,0.033032999999999646,90,2160,3840,data/new_frames/video1/phase2_video1_t0009500_f000286.png,8037ee00456c091082f819245e607851003f27cd93abdbb2e0034f9b190400b4,6260868bcac338c889e3fdadfabc505d8429dcba490a9979640d5db5677f3f0e,5408034,42694040644c45c3,104.87330457899306,507.18064217724736,,,,unlabelled,UNASSIGNED,pending
phase2_video1_t0010000_f000301,video1,video1.mp4,89cfae138fdf74f9cf2c13fcd22ad6979afb89b00101280fee48f71264296cf5,301,10.0,10.033033,10.038233,0.033032999999999646,90,2160,3840,data/new_frames/video1/phase2_video1_t0010000_f000301.png,7e0cebe040fb6c9b9ebe105236561aa2c45176695ccc9f462ee0c2b4c10f5e6e,8a6fc9488d2e7ee88a22f012bedbd22897a18ce5b590a726872021b978a76b94,5284217,c241545404644c43,103.29911295572917,533.8484232011768,,,,unlabelled,UNASSIGNED,pending
phase2_video1_t0010500_f000316,video1,video1.mp4,89cfae138fdf74f9cf2c13fcd22ad6979afb89b00101280fee48f71264296cf5,316,10.5,10.533033,10.538233,0.033032999999999646,90,2160,3840,data/new_frames/video1/phase2_video1_t0010500_f000316.png,b78aebcc444c8754edd54c52ecfb6dbe18dd3c2ae6467934f1c6fedb7f305cee,0cf05a63af1036893019048ad7a6b3ad331a4dbe4d6e93719eda392b68569d71,5761469,40615848046c64ee,101.34844970703125,327.8485486036465,,,,unlabelled,UNASSIGNED,pending
phase2_video1_t0011000_f000331,video1,video1.mp4,89cfae138fdf74f9cf2c13fcd22ad6979afb89b00101280fee48f71264296cf5,331,11.0,11.033033,11.038233,0.033032999999999646,90,2160,3840,data/new_frames/video1/phase2_video1_t0011000_f000331.png,e7f71bd968a7d1d7e542e22f4e73946ecdfe5ff4446e03b7aa1cf80e46858cf3,ec5611295a257a38ac37522821a0306e3ed3d19c11c78cdaa1e4453984d1a12f,5579482,5058484c1c5c5a49,101.70966932508681,255.4375947051578,,,,unlabelled,UNASSIGNED,pending
phase2_video1_t0011500_f000346,video1,video1.mp4,89cfae138fdf74f9cf2c13fcd22ad6979afb89b00101280fee48f71264296cf5,346,11.5,11.532933,11.538133,0.03293299999999988,90,2160,3840,data/new_frames/video1/phase2_video1_t0011500_f000346.png,f9a19dc2f56fb0b45c117c7c589f4fac4ba101059b3d0852608622a9ec88e7cf,4ff1ee9747e63e60ee086b75d04cd0d993f3da250beb20ae3c60190df9aa2fe7,6037224,404048541c64544e,100.09358045789931,330.7403257234873,,,,unlabelled,UNASSIGNED,pending
phase2_video1_t0012000_f000361,video1,video1.mp4,89cfae138fdf74f9cf2c13fcd22ad6979afb89b00101280fee48f71264296cf5,361,12.0,12.032933,12.038133,0.03293299999999988,90,2160,3840,data/new_frames/video1/phase2_video1_t0012000_f000361.png,fa5647fcf39b64f28b6844b25a5380ad6c0b6e9c02f5fc166e4bf9713b578ee6,7ad51b20a3b7873b3b0c6f7d360165cfce9327dda10d328b699923cd6319fa7c,5756250,c96868a8b494f432,102.03531901041667,335.54365866488695,,,,unlabelled,UNASSIGNED,pending
phase2_video1_t0012500_f000376,video1,video1.mp4,89cfae138fdf74f9cf2c13fcd22ad6979afb89b00101280fee48f71264296cf5,376,12.5,12.532933,12.538133,0.03293299999999988,90,2160,3840,data/new_frames/video1/phase2_video1_t0012500_f000376.png,3569ad93663ae4762178de1d958d45dd2b60e0d6e9f96ed83b54593bbe083de2,be2f15219a31f4c83ff4b96ff671ab7c8345727047d1d8009b624aab2559a677,6388222,53747280504872b3,101.46295844184027,330.84405706970045,,,,unlabelled,UNASSIGNED,pending
phase2_video1_t0013000_f000391,video1,video1.mp4,89cfae138fdf74f9cf2c13fcd22ad6979afb89b00101280fee48f71264296cf5,391,13.0,13.032933,13.038133,0.03293299999999988,90,2160,3840,data/new_frames/video1/phase2_video1_t0013000_f000391.png,350da00c1571d44bd33ed623de875912f0d00bd5362284f58e57675c2b91145d,10ac1f07bb5720492e756d5d8b248c150409c57aa88be2213c54cbae7eb1bba7,5123614,534044845460cca5,103.71603054470486,346.79856391011936,,,,unlabelled,UNASSIGNED,pending
phase2_video2_t0000000_f000000,video2,Video2.mp4,ede61beae3361da86253c295dddf9ff3ac5e0c9901d07e1fe8161dc9c2d66ea7,0,0.0,0.0,0.0,0.0,90,1080,1920,data/new_frames/video2/phase2_video2_t0000000_f000000.png,6ea1626c196802fa796d18760276ba882e5e3ed5150e79e43417111af7c9b817,52ddf21b45c2a75b192fc7c63bfc9fa928752de7800a466fdd2ef73356ad1f0a,1180337,4d55d55f5d7df59e,122.30854627821181,501.22220930783647,,,,unlabelled,UNASSIGNED,pending
phase2_video2_t0000500_f000015,video2,Video2.mp4,ede61beae3361da86253c295dddf9ff3ac5e0c9901d07e1fe8161dc9c2d66ea7,15,0.5,0.505311,0.505311,0.005310999999999955,90,1080,1920,data/new_frames/video2/phase2_video2_t0000500_f000015.png,7af958ef7c3c3f84777dd61f39b0fc8beee66379a9451826cd06017e2adb7928,e04acb84eb4b62a287ad3ddd5d1af5ea4bc37f3c60e5b8d5851e105193ec65f1,1568426,4d55e55f5d7d7c9e,122.64239501953125,591.6602407803782,,,,unlabelled,UNASSIGNED,pending
phase2_video2_t0001000_f000030,video2,Video2.mp4,ede61beae3361da86253c295dddf9ff3ac5e0c9901d07e1fe8161dc9c2d66ea7,30,1.0,1.011378,1.011378,0.01137800000000011,90,1080,1920,data/new_frames/video2/phase2_video2_t0001000_f000030.png,b44f00b79d420c118b436e0379563afd72aabf483185c98948405b0dfeb93a9d,c70f6822bc57990b0ce04317b0f273a246a6ffb74b4ee4e7449151c68c521706,1359837,2d55657f5d7dfd9e,122.44586181640625,621.6657161447737,,,,unlabelled,UNASSIGNED,pending
phase2_video2_t0001500_f000045,video2,Video2.mp4,ede61beae3361da86253c295dddf9ff3ac5e0c9901d07e1fe8161dc9c2d66ea7,45,1.5,1.516678,1.516678,0.01667799999999997,90,1080,1920,data/new_frames/video2/phase2_video2_t0001500_f000045.png,417b220a682cf88433c8db23b9f0e86456b2dfb8e3819fa2561348eb6cea57e5,43018706e00a7752b44df0cfaa8c7ba54bf5cfb96e4ce9ccc1bafea616a1d4ef,1571480,cd55f55f5ddd7596,121.77656385633681,573.5854546556043,,,,unlabelled,UNASSIGNED,pending
phase2_video2_t0002000_f000060,video2,Video2.mp4,ede61beae3361da86253c295dddf9ff3ac5e0c9901d07e1fe8161dc9c2d66ea7,60,2.0,2.022744,2.022744,0.022743999999999875,90,1080,1920,data/new_frames/video2/phase2_video2_t0002000_f000060.png,c815f7f1c62b78d9e12698a995ef23d6b4bc65a6e36d6e93ff0ab04b613c3c30,2960c8a70abf8834ccce18ac7e8dff8cea4ffb2b37408400e1a4674742499c15,1344137,cd5dd55f5ddd7514,119.61060926649306,580.8149085810155,,,,unlabelled,UNASSIGNED,pending
phase2_video2_t0002500_f000075,video2,Video2.mp4,ede61beae3361da86253c295dddf9ff3ac5e0c9901d07e1fe8161dc9c2d66ea7,75,2.5,2.528056,2.528056,0.02805599999999986,90,1080,1920,data/new_frames/video2/phase2_video2_t0002500_f000075.png,02217d4bc61d494816685058ce20b0aec5467fc7f407489a7b9d7b2a9fb3f06d,730b51ef189c91b0ab810f3a93a924f4d6f6b6eae29ca187c06a613dd805e186,1585614,cd5dd55fddd57d14,119.34796142578125,591.2441780830239,,,,unlabelled,UNASSIGNED,pending
phase2_video2_t0003000_f000089,video2,Video2.mp4,ede61beae3361da86253c295dddf9ff3ac5e0c9901d07e1fe8161dc9c2d66ea7,89,3.0,3.000033,3.000033,3.300000000017178e-05,90,1080,1920,data/new_frames/video2/phase2_video2_t0003000_f000089.png,7a0466626c948080d3ef94febe77233270cca55efdbc8c26026d95e346899ab1,3c469fb894bc576ef91c29ac7840669098a69970c2f01744e55e225d40a84ce2,1553773,cd55e577cd5d3514,119.69649251302083,592.537880860683,,,,unlabelled,UNASSIGNED,pending
phase2_video2_t0003500_f000104,video2,Video2.mp4,ede61beae3361da86253c295dddf9ff3ac5e0c9901d07e1fe8161dc9c2d66ea7,104,3.5,3.5061,3.5061,0.006099999999999994,90,1080,1920,data/new_frames/video2/phase2_video2_t0003500_f000104.png,8b979a70e438d36bef86e486fe96b220cacc5f99293eddeacf733d4e4e4ac603,fccdf4b3e2c4d6411108ef3e0b553fecf027084c776a744234c1373109472e6a,1549281,cd65756fed5d7534,117.7967529296875,608.2191441919608,,,,unlabelled,UNASSIGNED,pending
phase2_video2_t0004000_f000119,video2,Video2.mp4,ede61beae3361da86253c295dddf9ff3ac5e0c9901d07e1fe8161dc9c2d66ea7,119,4.0,4.011411,4.011411,0.011410999999999838,90,1080,1920,data/new_frames/video2/phase2_video2_t0004000_f000119.png,1597436a387b1f5f8bb3259a2cb6ef08a8b524ad95455a74f9b06d6247d5d77d,aab8c1aaaf631544d61c9cbba99b75aff8bfdf1bcaedb578cec9b693495eaa65,1546666,ed75556fedf57d34,116.21722412109375,599.7108556028043,,,,unlabelled,UNASSIGNED,pending
phase2_video2_t0004500_f000134,video2,Video2.mp4,ede61beae3361da86253c295dddf9ff3ac5e0c9901d07e1fe8161dc9c2d66ea7,134,4.5,4.517478,4.517478,0.01747799999999966,90,1080,1920,data/new_frames/video2/phase2_video2_t0004500_f000134.png,ab0977a5334f2f8281b417043d8a3e16f852aa22715c7ef581bc94c7838f7882,83ab1739a4d8f995d33905864efe6e6321659fa786109a1b19673047199bb3b6,1572413,ed55657f5ddd7534,117.10348849826389,616.5506952349326,,,,unlabelled,UNASSIGNED,pending
phase2_video2_t0005000_f000149,video2,Video2.mp4,ede61beae3361da86253c295dddf9ff3ac5e0c9901d07e1fe8161dc9c2d66ea7,149,5.0,5.022778,5.022778,0.022777999999999743,90,1080,1920,data/new_frames/video2/phase2_video2_t0005000_f000149.png,de980a7e7517f2be56be74632637856602f818ba0ade510d2777496b9893e2de,1e34481ca279b2a6ed38bef1518a76c36fbb92e6b2d35e955c68b77aad71e9cc,1534557,b5bddd5fcd7d7534,115.40281168619792,556.1685101654795,,,,unlabelled,UNASSIGNED,pending
phase2_video2_t0005500_f000164,video2,Video2.mp4,ede61beae3361da86253c295dddf9ff3ac5e0c9901d07e1fe8161dc9c2d66ea7,164,5.5,5.528844,5.528844,0.028844000000000314,90,1080,1920,data/new_frames/video2/phase2_video2_t0005500_f000164.png,355af8930db9fc2cfecc55ea9590d8cad6968f1dd31c7668c716b9b27d413260,675aebf82c675819bf62307f1533c66ebcf60b8bc3cb2ba72ac3ab8d0f0a1d5a,1410410,bd7dad575ddd7d74,115.51755777994792,526.3799982907963,,,,unlabelled,UNASSIGNED,pending
phase2_video2_t0006000_f000178,video2,Video2.mp4,ede61beae3361da86253c295dddf9ff3ac5e0c9901d07e1fe8161dc9c2d66ea7,178,6.0,6.000822,6.000822,0.0008220000000003225,90,1080,1920,data/new_frames/video2/phase2_video2_t0006000_f000178.png,0fbdcbb00b4eb5b160f883e597862fe214ab7edd7bee8583fe5ea613b62e4b89,446fa83b340c3b4aacdd580665b2363a75fe5bd0882e57d88a5a82fc3934825b,1302807,f5755d6f6d5d7d34,115.58083089192708,509.0090988936524,,,,unlabelled,UNASSIGNED,pending
phase2_video2_t0006500_f000193,video2,Video2.mp4,ede61beae3361da86253c295dddf9ff3ac5e0c9901d07e1fe8161dc9c2d66ea7,193,6.5,6.506133,6.506133,0.006133000000000166,90,1080,1920,data/new_frames/video2/phase2_video2_t0006500_f000193.png,7d9d4397f4ffd0e3f5cac1877ca77633e6e87ec15565c7c12d94ceec7db5164e,9fad1c463a8a182cbf00b4ee46117e778562bac39a4199e6b108d05177033db8,1222249,dd756d7fddf95d34,113.07034640842014,418.7323256388399,,,,unlabelled,UNASSIGNED,pending
phase2_video2_t0007000_f000208,video2,Video2.mp4,ede61beae3361da86253c295dddf9ff3ac5e0c9901d07e1fe8161dc9c2d66ea7,208,7.0,7.0122,7.0122,0.012199999999999989,90,1080,1920,data/new_frames/video2/phase2_video2_t0007000_f000208.png,522ba8de597e9a8a4cdcb8fd6b398a21061e3179411e5df45fee499f51de0382,9b0f7cafe268de0df561dcef8240118772e62209b46839ae1f400fe433304a1c,1154217,dd75f56fedfd7d74,113.61136881510417,479.6060518688165,,,,unlabelled,UNASSIGNED,pending
phase2_video2_t0007500_f000223,video2,Video2.mp4,ede61beae3361da86253c295dddf9ff3ac5e0c9901d07e1fe8161dc9c2d66ea7,223,7.5,7.517511,7.517511,0.017510999999999832,90,1080,1920,data/new_frames/video2/phase2_video2_t0007500_f000223.png,7e365130e6e541223eafebbc16666259a4eec7fc3d60e70728079e8b9ef95413,4fb91d1d1fffb4b562f6cb03948d967f64186ba0d65e169567e012e411fcec93,1107233,d5757d77dddd6d74,114.05708821614583,473.69912466034293,,,,unlabelled,UNASSIGNED,pending
phase2_video2_t0008000_f000238,video2,Video2.mp4,ede61beae3361da86253c295dddf9ff3ac5e0c9901d07e1fe8161dc9c2d66ea7,238,8.0,8.023578,8.023578,0.023578000000000543,90,1080,1920,data/new_frames/video2/phase2_video2_t0008000_f000238.png,fb7c9bb0350cd0f9fba95acb62c2fea7a489fbcda635f92ab14ce735479d2ec7,b9aff99ffb598bf1f8c2c1da2a517f0815bec40a2c92630d0bcd6fefdc3a4dca,1090634,dd756d6fed6d7d74,114.06550428602431,484.214657023917,,,,unlabelled,UNASSIGNED,pending
phase2_video2_t0008500_f000253,video2,Video2.mp4,ede61beae3361da86253c295dddf9ff3ac5e0c9901d07e1fe8161dc9c2d66ea7,253,8.5,8.528878,8.528878,0.028878000000000625,90,1080,1920,data/new_frames/video2/phase2_video2_t0008500_f000253.png,372317d7b9ce82d65ad72de07cbc0879249ff01b7a7678eee32eac2809995fa1,a85cdf44e1a2c33877b47e8840b982fa1ddf9567ecf5b5931b7df58d31c14194,1045111,d57ded5fdd4d7574,113.40033637152777,460.78627836538686,,,,unlabelled,UNASSIGNED,pending
phase2_video2_t0009000_f000267,video2,Video2.mp4,ede61beae3361da86253c295dddf9ff3ac5e0c9901d07e1fe8161dc9c2d66ea7,267,9.0,9.000856,9.000856,0.000856000000000634,90,1080,1920,data/new_frames/video2/phase2_video2_t0009000_f000267.png,edd154b93ee102c131a76edd546af42bd811b688c114a87964d61c1f889b8f11,83e905373bbdfc3038a3c390b4f28fb4829cc6f236cc97aa7a2e58a09916a9c1,1026536,fd7dfd7ffd597d74,113.93492974175348,452.8436256841653,,,,unlabelled,UNASSIGNED,pending
phase2_video2_t0009500_f000282,video2,Video2.mp4,ede61beae3361da86253c295dddf9ff3ac5e0c9901d07e1fe8161dc9c2d66ea7,282,9.5,9.506922,9.506922,0.006921999999999429,90,1080,1920,data/new_frames/video2/phase2_video2_t0009500_f000282.png,5fba1449a2b5074d67cfff6fe1fb8b174dfd814e053c24a1657b97f98756df46,c0ac229425288156717395e45d5868385d68c4ecf69dc0a3afb53d7900053c6c,1020959,ddfdf95bcdd97d74,114.47863091362848,442.1445025983784,,,,unlabelled,UNASSIGNED,pending
phase2_video2_t0010000_f000297,video2,Video2.mp4,ede61beae3361da86253c295dddf9ff3ac5e0c9901d07e1fe8161dc9c2d66ea7,297,10.0,10.012233,10.012233,0.01223300000000016,90,1080,1920,data/new_frames/video2/phase2_video2_t0010000_f000297.png,a1ab445a20dc8140d6306b4ee1e9aef728e1d1196f51c6c6952bdf35ec05aca3,cbd4da41b0685c2a0cdb5e8d7312a3fbc1557332ed4076875bb478c37a6c8bed,986845,b9eddd5ecd5d5d74,117.41482204861111,365.13244190108446,,,,unlabelled,UNASSIGNED,pending
phase2_video2_t0010500_f000312,video2,Video2.mp4,ede61beae3361da86253c295dddf9ff3ac5e0c9901d07e1fe8161dc9c2d66ea7,312,10.5,10.5183,10.5183,0.018299999999999983,90,1080,1920,data/new_frames/video2/phase2_video2_t0010500_f000312.png,a51b13b2d22b1881cb0d9d64c0b4a1ec4f47fbc124382db885acfd0bf55a2770,c6070a5384d1af5027660d007acd9ef2bc789ca43426b255497f011233536322,997829,fb6ced6fdddd7d74,113.76530626085069,428.8889547343147,,,,unlabelled,UNASSIGNED,pending
phase2_video2_t0011000_f000327,video2,Video2.mp4,ede61beae3361da86253c295dddf9ff3ac5e0c9901d07e1fe8161dc9c2d66ea7,327,11.0,11.023611,11.023611,0.023611000000000715,90,1080,1920,data/new_frames/video2/phase2_video2_t0011000_f000327.png,4127a4d57c394223e365e30976c8882d37a15706548e605336a9efb26353b0f6,3bb567254a66ae2c3f3e78bc3e20919d2a1c52d0202b680fd9310d94e50347a6,978853,bb5dfd5fdddd7d74,113.49789767795139,357.6562261581421,,,,unlabelled,UNASSIGNED,pending
